亚目,总科,科,亚科,属,种,种拉丁名,备注
均翅亚目,蟌总科,蟌科,,狭翅蟌属,灰蓝狭翅蟌,"Aciagrion approximans (Selys, 1876)",
均翅亚目,蟌总科,蟌科,,狭翅蟌属,针尾狭翅蟌,"Aciagrion migratum (Selys,1876)",
均翅亚目,蟌总科,蟌科,,狭翅蟌属,蓝尾狭翅蟌,"Aciagrion olympicum Laidlaw, 1919",
均翅亚目,蟌总科,蟌科,,狭翅蟌属,森狭翅蟌,"Aciagrion pallidum Selys, 1891",
均翅亚目,蟌总科,蟌科,,小蟌属,克氏小蟌,"Agriocnemis clauseni Fraser, 1922",
均翅亚目,蟌总科,蟌科,,小蟌属,杯斑小蟌,"Agriocnemis femina (Brauer, 1868)",
均翅亚目,蟌总科,蟌科,,小蟌属,黄腹小蟌,"Agriocnemis minima Selys, 1877",
均翅亚目,蟌总科,蟌科,,小蟌属,黄尾小蟌,"Agriocnemis pygmaea (Rambur, 1842)",
均翅亚目,蟌总科,蟌科,,小蟌属,白腹小蟌,"Agriocnemis lacteola Selys, 1877",蛇斑小蟌种团naia
均翅亚目,蟌总科,蟌科,,小蟌属,黑尾小蟌,"Agriocnemis naia Fraser, 1923",蛇斑小蟌种团naia
均翅亚目,蟌总科,蟌科,,小蟌属,樽斑小蟌,"Agriocnemis nana Laidlaw, 1914",蛇斑小蟌种团naia
均翅亚目,蟌总科,蟌科,,安蟌属,天蓝安蟌,"Amphiallagma parvum (Selys, 1876)",
均翅亚目,蟌总科,蟌科,,黑蟌属,蓝唇黑蟌,"Argiocnemis rubescens Selys, 1877",
均翅亚目,蟌总科,蟌科,,黄蟌属,翠胸黄蟌,"Ceriagrion auranticum Fraser, 1922",
均翅亚目,蟌总科,蟌科,,黄蟌属,天蓝黄蟌,"Ceriagrion azureum (Selys, 1891)",
均翅亚目,蟌总科,蟌科,,黄蟌属,女神黄蟌,"Ceriagrion bellona Laidlaw, 1915",
均翅亚目,蟌总科,蟌科,,黄蟌属,赵氏黄蟌,"Ceriagrion chaoi Schmidt, 1964",
均翅亚目,蟌总科,蟌科,,黄蟌属,园尾黄蟌,"Ceriagrion coromandelianum (Fabricius, 1798)",
均翅亚目,蟌总科,蟌科,,黄蟌属,长尾黄蟌,"Ceriagrion fallax Ris, 1914",
均翅亚目,蟌总科,蟌科,,黄蟌属,柠檬黄蟌,"Ceriagrion indochinense Asahina, 1967",
均翅亚目,蟌总科,蟌科,,黄蟌属,短尾黄蟌,"Ceriagrion melanurum Selys, 1876",
均翅亚目,蟌总科,蟌科,,黄蟌属,赤黄蟌,"Ceriagrion nipponicum Asahina, 1967",
均翅亚目,蟌总科,蟌科,,黄蟌属,钩尾黄蟌,"Ceriagrion olivaceum Laidlaw, 1914",
均翅亚目,蟌总科,蟌科,,黄蟌属,褐尾黄蟌,"Ceriagrion rubiae Laidlaw, 1916",
均翅亚目,蟌总科,蟌科,,黄蟌属,中国黄蟌,"Ceriagrion sinense Asahina, 1967",
均翅亚目,蟌总科,蟌科,,蟌属,多棘蟌,"Coenagrion aculeatum Yu and Bu, 2007",
均翅亚目,蟌总科,蟌科,,蟌属,铠甲蟌,"Coenagrion armatum (Charpentier, 1840)",
均翅亚目,蟌总科,蟌科,,蟌属,盃纹蟌,"Coenagrion ecornutum (Selys, 1872)",
均翅亚目,蟌总科,蟌科,,蟌属,腾冲蟌,"Coenagrion exclamationis (Fraser, 1919)",
均翅亚目,蟌总科,蟌科,,蟌属,框纹蟌,"Coenagrion glaciale (Selys, 1872)",
均翅亚目,蟌总科,蟌科,,蟌属,三纹蟌,"Coenagrion hastulatum (Charpentier, 1825)",
均翅亚目,蟌总科,蟌科,,蟌属,叶纹蟌,"Coenagrion holdereri (Forster, 1900)",
均翅亚目,蟌总科,蟌科,,蟌属,黑格蟌,"Coenagrion hylas (Trybom, 1889)",
均翅亚目,蟌总科,蟌科,,蟌属,纤腹蟌,"Coenagrion johanssoni (Wallengren, 1894)",
均翅亚目,蟌总科,蟌科,,蟌属,矛斑蟌,"Coenagrion lanceolatum (Selys, 1872)",
均翅亚目,蟌总科,蟌科,,蟌属,月斑蟌,"Coenagrion lunulatum (Charpentier, 1840)",
均翅亚目,蟌总科,蟌科,,绿蟌属,心斑绿蟌,"Enallagma cyathigerum (Charpentier, 1840)",
均翅亚目,蟌总科,蟌科,,红眼蟌属,红眼蟌,"Erythromma najas (Hansemann, 1823)",
均翅亚目,蟌总科,蟌科,,异痣蟌属,东亚异痣蟌,"Ischnura asiatica (Brauer, 1865)",
均翅亚目,蟌总科,蟌科,,异痣蟌属,黄腹异痣蟌,"Ischnura aurora (Brauer, 1865)",
均翅亚目,蟌总科,蟌科,,异痣蟌属,长叶异痣蟌,"Ischnura elegans (Vander Linden, 1823)",
均翅亚目,蟌总科,蟌科,,异痣蟌属,埃文异痣蟌,"Ischnura evansi Morton, 1919",
均翅亚目,蟌总科,蟌科,,异痣蟌属,水源异痣蟌,"Ischnura fountaineae Morton, 1905",
均翅亚目,蟌总科,蟌科,,异痣蟌属,蓝壮异痣蟌,"Ischnura pumilio (Charpentier, 1825)",
均翅亚目,蟌总科,蟌科,,异痣蟌属,赤斑异痣蟌,"Ischnura rufostigma Selys, 1876",
均翅亚目,蟌总科,蟌科,,异痣蟌属,褐斑异痣蟌,"Ischnura senegalensis (Rambur, 1842)",
均翅亚目,蟌总科,蟌科,,妹蟌属,蓝尾妹蟌,"Mortonagrion aborense (Laidlaw, 1914)",
均翅亚目,蟌总科,蟌科,,妹蟌属,广濑妹蟌,"Mortonagrion hirosei Asahina, 1972",
均翅亚目,蟌总科,蟌科,,妹蟌属,钩斑妹蟌,"Mortonagrion selenion (Ris, 1916)",
均翅亚目,蟌总科,蟌科,,绿背蟌属,黑面绿背蟌,"Nehalennia speciosa (Charpentier, 1840)",
均翅亚目,蟌总科,蟌科,,尾蟌属,挫齿尾蟌,"Paracercion barbatum (Needham,1930)",
均翅亚目,蟌总科,蟌科,,尾蟌属,蓝纹尾蟌,"Paracercion calamorum (Ris, 1916)",
均翅亚目,蟌总科,蟌科,,尾蟌属,钳尾蟌,"Paracercion dorothea (Fraser, 1924)",
均翅亚目,蟌总科,蟌科,,尾蟌属,隼尾蟌,"Paracercion hieroglyphicum (Brauer, 1865)",
均翅亚目,蟌总科,蟌科,,尾蟌属,蓝面尾蟌,"Paracercion melanotum (Selys, 1876)",
均翅亚目,蟌总科,蟌科,,尾蟌属,七条尾蟌,"Paracercion plagiosum (Needham, 1930)",
均翅亚目,蟌总科,蟌科,,尾蟌属,捷尾蟌,"Paracercion v-nigrum (Needham, 1930)",
均翅亚目,蟌总科,蟌科,,斑蟌属,亚澳斑蟌,"Pseudagrion australasiae Selys, 1876",
均翅亚目,蟌总科,蟌科,,斑蟌属,大斑蟌,"Pseudagrion decorum (Rambur, 1842)",
均翅亚目,蟌总科,蟌科,,斑蟌属,绿斑蟌,"Pseudagrion microcephalum (Rambur, 1842)",
均翅亚目,蟌总科,蟌科,,斑蟌属,红玉斑蟌,"Pseudagrion pilidorsum (Brauer, 1868)",
均翅亚目,蟌总科,蟌科,,斑蟌属,赤斑蟌,"Pseudagrion pruinosum (Burmeister, 1839)",
均翅亚目,蟌总科,蟌科,,斑蟌属,丹顶斑蟌,"Pseudagrion rubriceps Selys, 1876",
均翅亚目,蟌总科,蟌科,,斑蟌属,褐斑蟌,"Pseudagrion spencei Fraser, 1922",
均翅亚目,蟌总科,蟌科,,红蟌属,阔叶红蟌,"Pyrrhosoma latiloba Yu, Yang and Bu, 2008",
均翅亚目,蟌总科,蟌科,,红蟌属,窄叶红蟌,"Pyrrhosoma tinctipenne (McLachlan, 1894)",
均翅亚目,蟌总科,蟌科,,红蟌属,扇蟌科,"Platycnemididae Tillyard and Fraser, 1938",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,赵氏丽扇蟌,"Calicnemia chaoi Wilson, 2004",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,赭腹丽扇蟌,"Calicnemia erythromelas (Selys, 1891)",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,朱腹丽扇蟌,"Calicnemia eximia (Selys, 1863)",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,古蔺丽扇蟌,"Calicnemia gulinensis Yu and Bu, 2008",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,黑丽扇蟌,"Calicnemia haksik Wilson and Reels, 2003",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,灰丽扇蟌,"Calicnemia imitans Lieftinck, 1948",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,迈尔丽扇蟌,"Calicnemia miles (Laidlaw, 1917)",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,红腹丽扇蟌,"Calicnemia miniata (Selys, 1886)",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,中脊丽扇蟌,"Calicnemia porcata Yu and Bu, 2008",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,华丽扇蟌,"Calicnemia sinensis Lieftinck, 1984",
均翅亚目,蟌总科,蟌科,,丽扇蟌属,黑袜丽扇蟌,"Calicnemia soccifera Yu and Chen, 2013",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,黑背长腹扇蟌,"Coeliccia ambigua Asahina, 1997",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,黄脊长腹扇蟌,"Coeliccia chromothorax (Selys, 1891)",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,黄纹长腹扇蟌,"Coeliccia cyanomelas Ris, 1912",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,四斑长腹扇蟌,"Coeliccia didyma (Selys, 1863)",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,黄尾长腹扇蟌,"Coeliccia flavicauda Ris, 1912",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,黄绿长腹扇蟌,"Coeliccia galbina Wilson and Reels, 2003",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,海南长腹扇蟌,"Coeliccia hainanense Laidlaw, 1932",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,蓝斑长腹扇蟌,"Coeliccia loogali Fraser, 1932",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,蓝脊长腹扇蟌,"Coeliccia poungyi Fraser, 1924",
均翅亚目,蟌总科,蟌科,,长腹扇蟌属,佐藤长腹扇蟌,"Coeliccia satoi Asahina, 1997",
均翅亚目,蟌总科,蟌科,,狭扇蟌属,黄狭扇蟌,"Copera marginipes (Rambur, 1842)",
均翅亚目,蟌总科,蟌科,,狭扇蟌属,褐狭扇蟌,"Copera vittata (Selys, 1863)",
均翅亚目,蟌总科,蟌科,,印扇蟌属,印扇蟌,"Indocnemis orang (Forster in Laidlaw, 1907)",
均翅亚目,蟌总科,蟌科,,同痣蟌属,毛面同痣蟌,"Onychargia atrocyana Selys, 1865",
均翅亚目,蟌总科,蟌科,,扇蟌属,白扇蟌,"Platycnemis foliacea Selys, 1886",
均翅亚目,蟌总科,蟌科,,扇蟌属,白足扇蟌,"Platycnemis phasmovolans Hämäläinen, 2003",
均翅亚目,蟌总科,蟌科,,扇蟌属,叶足扇蟌,"Platycnemis phyllopoda Djakonov, 1926",
均翅亚目,蟌总科,蟌科,,微桥蟌属,金脊微桥蟌,"Prodasineura auricolor (Fraser, 1927)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,乌微桥蟌,"Prodasineura autumnalis (Fraser, 1922)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,朱背微桥蟌,"Prodasineura croconota (Ris, 1916)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,福建微桥蟌,"Prodasineura fujianensis Xu, 2006",
均翅亚目,蟌总科,蟌科,,微桥蟌属,汉中微桥蟌,"Prodasineura hanzhongensis Yang and Li, 1995",
均翅亚目,蟌总科,蟌科,,微桥蟌属,龙井微桥蟌,"Prodasineura longjingensis (Zhou, 1981)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,黑微桥蟌,"Prodasineura nigra (Fraser, 1922)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,黄条微桥蟌,"Prodasineura sita (Kirby, 1893)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,赤微桥蟌,"Prodasineura verticalis (Selys, 1860)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,拟狭扇蟌,"Pseudocopera Fraser, 1922",
均翅亚目,蟌总科,蟌科,,微桥蟌属,白拟狭扇蟌,"Pseudocopera annulata (Selys, 1863)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,毛拟狭扇蟌,"Pseudocopera ciliata (Selys, 1863)",
均翅亚目,蟌总科,蟌科,,微桥蟌属,黑拟狭扇蟌,"Pseudocopera tokyoensis Asahina, 1948",
均翅亚目,丝蟌总科,丝蟌科,,印丝蟌属,黄面印丝蟌,"Indolestes assamicus Fraser, 1930",
均翅亚目,丝蟌总科,丝蟌科,,印丝蟌属,蓝印丝蟌,"Indolestes cyaneus (Selys, 1862)",
均翅亚目,丝蟌总科,丝蟌科,,印丝蟌属,斑脊印丝蟌,"Indolestes gracilis (Hagen in Selys, 1862)",
均翅亚目,丝蟌总科,丝蟌科,,印丝蟌属,奇印丝蟌,"Indolestes peregrinus (Ris, 1916)",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,刀尾丝蟌,"Lestes barbarus (Fabricius, 1798)",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,整齐丝蟌,"Lestes concinnus Hagen in Selys, 1862",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,多罗丝蟌,"Lestes dorothea Fraser, 1924",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,足尾丝蟌,"Lestes dryas Kirby, 1890",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,高丝蟌,"Lestes elatus Hagen in Selys, 1862",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,日本丝蟌,"Lestes japonicus Selys, 1883",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,大痣丝蟌,"Lestes macrostigma (Eversmann, 1836)",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,蕾尾丝蟌,"Lestes nodalis Selys, 1891",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,舟尾丝蟌,"Lestes praemorsus Hagen in Selys, 1862",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,桨尾丝蟌,"Lestes sponsa (Hansemann, 1823)",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,蓝绿丝蟌,"Lestes temporalis Selys, 1883",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,锯尾丝蟌,"Lestes umbrinus Selys, 1892",
均翅亚目,丝蟌总科,丝蟌科,,丝蟌属,绿丝蟌,"Lestes virens (Charpentier, 1825)",
均翅亚目,丝蟌总科,丝蟌科,,长痣丝蟌属,长痣丝蟌,"Orolestes selysi McLachlan, 1895",
均翅亚目,丝蟌总科,丝蟌科,,黄丝蟌属,三叶黄丝蟌,"Sympecma paedisca (Brauer, 1877)",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,褐腹绿综蟌,"Megalestes distans Needham, 1930",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,郝氏绿综蟌,"Megalestes haui Wilson and Reels, 2003",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,黄腹绿综蟌,"Megalestes heros Needham, 1930",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,刷尾绿综蟌,"Megalestes kurahashii Asahina, 1985",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,细腹绿综蟌,"Megalestes micans Needham, 1930",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,峨眉绿综蟌,"Megalestes omeiensis Chao, 1965",
均翅亚目,丝蟌总科,综蟌科,,绿综蟌属,黄尾绿综蟌,"Megalestes riccii Navás, 1935",
均翅亚目,丝蟌总科,综蟌科,,华综蟌属,黄肩华综蟌,"Sinolestes edita Needham, 1930",
均翅亚目,扁蟌总科,扁蟌科,,镰扁蟌属,包氏镰扁蟌,"Drepanosticta brownelli (Tinkham, 1938)",
均翅亚目,扁蟌总科,扁蟌科,,镰扁蟌属,修长镰扁蟌,"Drepanosticta elongata Wilson and Reels, 2001",
均翅亚目,扁蟌总科,扁蟌科,,镰扁蟌属,香港镰扁蟌,"Drepanosticta hongkongensis Wilson, 1996",
均翅亚目,扁蟌总科,扁蟌科,,镰扁蟌属,巨镰扁蟌,"Drepanosticta magna Wilson and Reels, 2003",
均翅亚目,扁蟌总科,扁蟌科,,镰扁蟌属,周氏镰扁蟌,"Drepanosticta zhoui Wilson and Reels, 2001",
均翅亚目,扁蟌总科,扁蟌科,,原扁蟌属,黄颈原扁蟌,"Protosticta beaumonti Wilson, 1996",
均翅亚目,扁蟌总科,扁蟌科,,原扁蟌属,郑氏原扁蟌,"Protosticta curiosa Fraser, 1934",
均翅亚目,扁蟌总科,扁蟌科,,原扁蟌属,克氏原扁蟌,"Protosticta kiautai Zhou, 1986",
均翅亚目,扁蟌总科,扁蟌科,,原扁蟌属,白瑞原扁蟌,"Protosticta taipokauensis Asahina and Dudgeon, 1987",
均翅亚目,扁蟌总科,扁蟌科,,华扁蟌属,黛波华扁蟌,"Sinosticta debra Wilson, 2007",
均翅亚目,扁蟌总科,扁蟌科,,华扁蟌属,海南华扁蟌,"Sinosticta hainanense Wilson and Reels, 2001",
均翅亚目,扁蟌总科,扁蟌科,,华扁蟌属,绪方华扁蟌,"Sinosticta ogatai (Matsuki and Saito, 1996)",
均翅亚目,扁蟌总科,扁蟌科,,华扁蟌属,深林华扁蟌,"Sinosticta sylvatica Yu and Bu, 2009",
均翅亚目,扁蟌总科,扁蟌科,,滇扁蟌属,蓝颈滇扁蟌,"Yunnanosticta cyaneocollaris Dow and Zhang, 2018",
均翅亚目,扁蟌总科,扁蟌科,,滇扁蟌属,韦氏滇扁蟌,"Yunnanosticta wilsoni Dow and Zhang, 2018",
均翅亚目,扁蟌总科,丽蟌科,,德丽蟌属,杜德丽蟌,"Devadatta ducatrix Lieftinck, 1969",
均翅亚目,扁蟌总科,色蟌科,,基色蟌属,霜基色蟌,"Archineura hetaerinoides (Fraser, 1933)",
均翅亚目,扁蟌总科,色蟌科,,基色蟌属,赤基色蟌,"Archineura incarnata (Karsch, 1891)",
均翅亚目,扁蟌总科,色蟌科,,暗色蟌属,黑色蟌,"Atrocalopteryx atrata (Selys, 1853)",
均翅亚目,扁蟌总科,色蟌科,,暗色蟌属,黑蓝暗色蟌,"Atrocalopteryx atrocyana (Fraser, 1935)",
均翅亚目,扁蟌总科,色蟌科,,暗色蟌属,越南色蟌,"Atrocalopteryx coomani (Fraser, 1935)",
均翅亚目,扁蟌总科,色蟌科,,暗色蟌属,斑翅暗色蟌,"Atrocalopteryx fasciata Yang, Hämäläinen and Zhang, 2014",
均翅亚目,扁蟌总科,色蟌科,,暗色蟌属,黑顶色蟌,"Atrocalopteryx melli Ris, 1912",
均翅亚目,扁蟌总科,色蟌科,,暗色蟌属,透顶色蟌,"Atrocalopteryx oberthueri (McLachlan, 1894)",
均翅亚目,扁蟌总科,色蟌科,,闪色蟌属,昂卡闪色蟌,"Caliphaea angka Hämäläinen, 2003",
均翅亚目,扁蟌总科,色蟌科,,闪色蟌属,绿闪色蟌,"Caliphaea confusa Hagen in Selys, 1859",
均翅亚目,扁蟌总科,色蟌科,,闪色蟌属,紫闪色蟌,"Caliphaea consimilis McLachlan, 1894",
均翅亚目,扁蟌总科,色蟌科,,闪色蟌属,亮闪色蟌,"Caliphaea nitens Navás, 1934",
均翅亚目,扁蟌总科,色蟌科,,色蟌属,日本色蟌,"Calopteryx japonica Selys, 1869",
均翅亚目,扁蟌总科,色蟌科,,色蟌属,老挝色蟌,"Calopteryx laosica Fraser, 1933",
均翅亚目,扁蟌总科,色蟌科,,色蟌属,华丽色蟌,"Calopteryx splendens (Harris, 1780)",
均翅亚目,扁蟌总科,色蟌科,,色蟌属,少女色蟌,"Calopteryx virgo (Linnaeus, 1758)",
均翅亚目,扁蟌总科,色蟌科,,厄色蟌属,珍珠厄色蟌,"Echo margarita Selys, 1853",
均翅亚目,扁蟌总科,色蟌科,,厄色蟌属,华丽厄色蟌,"Echo perornata Yu and Hämäläinen, 2012",
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,安娜单脉色蟌,"Matrona annina Zhang and Hämäläinen, 2012",
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,透顶单脉色蟌,"Matrona basilaris Selys, 1853",
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,台湾单脉色蟌,"Matrona cyanoptera Hämäläinen and Yeh, 2000",
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,妈祖单脉色蟌,"Matrona mazu Yu, Xue and Hämäläinen, 2015",
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,黑胸单脉色蟌,"Matrona nigripectus Selys, 1879",
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,褐单脉色蟌,"Matrona corephaea Hämäläinen, Yu and Zhang, 2011",异单脉色蟌亚属
均翅亚目,扁蟌总科,色蟌科,,单脉色蟌属,神女单脉色蟌,"Matrona oreades Hämäläinen, Yu and Zhang, 2011",异单脉色蟌亚属
均翅亚目,扁蟌总科,色蟌科,,绿色蟌属,安氏绿色蟌,"Mnais andersoni McLachlan in Selys, 1873",
均翅亚目,扁蟌总科,色蟌科,,绿色蟌属,亮翅绿色蟌,"Mnais gregoryi Fraser, 1924",
