亚目,总科,科,亚科,属,种,种拉丁名,备注
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,贝氏日春蜓,"Nihonogomphus bequaerti Chao, 1954",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,短翅日春蜓,"Nihonogomphus brevipennis (Needham, 1930)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,赵氏日春蜓,"Nihonogomphus chaoi Zhou and Wu, 1992",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,刀日春蜓,"Nihonogomphus cultratus Chao and Wang in Chao, 1990",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,浅黄日春蜓,"Nihonogomphus gilvus Chao, 1954",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,中文名待定,"Nihonogomphus huangshaensis Chao and Zhu, 1999",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,黎氏日春蜓,"Nihonogomphus lieftincki Chao, 1954",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,黄侧日春蜓,"Nihonogomphus luteolatus Chao and Liu, 1990",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,山日春蜓,"Nihonogomphus montanus Zhou and Wu, 1992",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,臼齿日春蜓,"Nihonogomphus ruptus (Selys and Hagen, 1858)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,长钩日春蜓,"Nihonogomphus semanticus Chao, 1954",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,邵武日春蜓,"Nihonogomphus shaowuensis Chao, 1954",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,中文名待定,"Nihonogomphus silvanus Zhou and Wu, 1992",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,相似日春蜓,"Nihonogomphus simillimus Chao, 1982",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,日春蜓属,汤氏日春蜓,"Nihonogomphus thomassoni (Kirby, 1900)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,奈春蜓属,基齿奈春蜓,"Nychogomphus duaricus (Fraser, 1924)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,奈春蜓属,黄尾奈春蜓,"Nychogomphus flavicaudus (Chao, 1982)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,奈春蜓属,卢氏奈春蜓,"Nychogomphus lui Zhou, Zhou and Li, 2005",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,奈春蜓属,双条奈春蜓,"Nychogomphus striatus (Fraser, 1924)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,蛇纹春蜓属,暗色蛇纹春蜓,"Ophiogomphus obscurus Bartenev, 1909",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,蛇纹春蜓属,中华长钩春蜓,"Ophiogomphus sinicus (Chao, 1954)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,蛇纹春蜓属,棘角蛇纹春蜓,"Ophiogomphus spinicornis Selys, 1878",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,东方春蜓属,具突东方春蜓,"Orientogomphus armatus Chao and Xu, 1987",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,副春蜓属,羊角副春蜓,"Paragomphus capricornis (Forster, 1914)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,副春蜓属,贺副春蜓,"Paragomphus hoffmanni (Needham, 1931)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,副春蜓属,豹纹副春蜓,"Paragomphus pardalinus Needham, 1942",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,副春蜓属,五指山副春蜓,"Paragomphus wuzhishanensis Liu, 1988",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,奇春蜓属,朝氏奇春蜓,"Perissogomphus asahinai Zhu, Yang and Wu, 2007",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,显春蜓属,金黄显春蜓,"Phaenandrogomphus aureus (Laidlaw, 1922)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,显春蜓属,丁格显春蜓,"Phaenandrogomphus dingavani (Fraser, 1924)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,显春蜓属,沿海显春蜓,"Phaenandrogomphus tonkinicus (Fraser, 1926)",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,显春蜓属,云南显春蜓,"Phaenandrogomphus yunnanensis Zhou, 1999",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,刀春蜓属,镰状刀春蜓,"Scalmogomphus falcatus Chao, 1990",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,刀春蜓属,贵州刀春蜓,"Scalmogomphus guizhouensis Zhou and Li, 2000",
差翅亚目,春蜓总科,春蜓科,钩尾春蜓亚科,刀春蜓属,文山刀春蜓,"Scalmogomphus wenshanensis Zhou, Zhou and Lu, 2005",
差翅亚目,蜻总科,伪蜻科,,伪蜻属,铜绿伪蜻,"Cordulia aenea (Linnaeus, 1758)",
差翅亚目,蜻总科,伪蜻科,,毛伪蜻属,缘斑毛伪蜻,"Epitheca marginata (Selys, 1883)",
差翅亚目,蜻总科,伪蜻科,,半伪蜻属,艾氏半伪蜻,"Hemicordulia edai Karube and Katatani, 2012",
差翅亚目,蜻总科,伪蜻科,,半伪蜻属,棉兰半伪蜻,"Hemicordulia mindana Needham and Gyger, 1937",
差翅亚目,蜻总科,伪蜻科,,异伪蜻属,脊异伪蜻,"Idionyx carinata Fraser, 1926",
差翅亚目,蜻总科,伪蜻科,,异伪蜻属,郁异伪蜻,"Idionyx claudia Ris, 1912",
差翅亚目,蜻总科,伪蜻科,,异伪蜻属,威异伪蜻,"Idionyx victor Hämäläinen, 1991",
差翅亚目,蜻总科,伪蜻科,,中伪蜻属,伊中伪蜻,"Macromidia ellenae Wilson, 1996",
差翅亚目,蜻总科,伪蜻科,,中伪蜻属,易氏中伪蜻,"Macromidia ishidai Asahina, 1964",
差翅亚目,蜻总科,伪蜻科,,中伪蜻属,克氏中伪蜻,"Macromidia kelloggi Asahina, 1978",
差翅亚目,蜻总科,伪蜻科,,中伪蜻属,飓中伪蜻,"Macromidia rapida Martin, 1907",
差翅亚目,蜻总科,伪蜻科,,中伪蜻属,辛氏中伪蜻,"Macromidia shiehae Jiang, Li and Yu, 2008",
差翅亚目,蜻总科,伪蜻科,,金光伪蜻属,绿金光伪蜻,"Somatochlora dido Needham, 1930",
差翅亚目,蜻总科,伪蜻科,,金光伪蜻属,中文名待定,"Somatochlora lingyinensis Zhou and Wa, 1979",
差翅亚目,蜻总科,伪蜻科,,金光伪蜻属,中文名待定,"Somatochlora shanxiensis Zhu and Zhang, 1999",
差翅亚目,蜻总科,伪蜻科,,金光伪蜻属,中文名待定,"Somatochlora shennong Zhang, Vogt and Cai, 2014",
差翅亚目,蜻总科,伪蜻科,,金光伪蜻属,台湾金光伪蜻,"Somatochlora taiwana Inoue and Yokota, 2001",
差翅亚目,蜻总科,蜻科,,锥腹蜻属,锥腹蜻,"Acisoma panorpoides Rambur, 1842",
差翅亚目,蜻总科,蜻科,,异蜻属,褐基异蜻,"Aethriamanta aethra Ris, 1912",
差翅亚目,蜻总科,蜻科,,异蜻属,短腹异蜻,"Aethriamanta brevipennis (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,野蜻属,非凡野蜻,"Agrionoptera insignis (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,中文名待定,中文名待定,"Amphithemis vacillans Selys, 1891",
差翅亚目,蜻总科,蜻科,,黑蜻属,雷氏黑蜻,"Atratothemis reelsi Wilson, 2005",
差翅亚目,蜻总科,蜻科,,疏脉蜻属,蓝额疏脉蜻,"Brachydiplax chalybea Brauer, 1868",
差翅亚目,蜻总科,蜻科,,疏脉蜻属,霜白疏脉蜻,"Brachydiplax farinosa Krüger, 1902",
差翅亚目,蜻总科,蜻科,,疏脉蜻属,云南疏脉蜻,"Brachydiplax yunnanensis Fraser, 1924",
差翅亚目,蜻总科,蜻科,,黄翅蜻属,黄翅蜻,"Brachythemis contaminata (Fabricius, 1793)",
差翅亚目,蜻总科,蜻科,,黄翅蜻属,岩蜻属,"Bradinopyga Kirby, 1893",
差翅亚目,蜻总科,蜻科,,黄翅蜻属,赭岩蜻,"Bradinopyga geminata (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,卡玛蜻属,巨卡玛蜻,"Camacinia gigantea (Brauer, 1867)",
差翅亚目,蜻总科,蜻科,,卡玛蜻属,异色卡玛蜻,"Camacinia harterti Karsch, 1890",
差翅亚目,蜻总科,蜻科,,壮蜻属,流线壮蜻,"Cratilla lineata (Brauer, 1878)",
差翅亚目,蜻总科,蜻科,,红蜻属,红蜻,"Crocothemis servilia (Drury, 1773)",
差翅亚目,蜻总科,蜻科,,多纹蜻属,异色多纹蜻,"Deielia phaon (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,蓝小蜻属,斑蓝小蜻,"Diplacodes nebulosa (Fabricius, 1793)",
差翅亚目,蜻总科,蜻科,,蓝小蜻属,纹蓝小蜻,"Diplacodes trivialis (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,楔翅蜻属,臀斑楔翅蜻,"Hydrobasileus croceus (Brauer, 1867)",
差翅亚目,蜻总科,蜻科,,印蜻属,蓝印蜻,"Indothemis carnatica (Fabricius, 1798)",
差翅亚目,蜻总科,蜻科,,秘蜻属,亚洲秘蜻,"Lathrecista asiatica (Fabricius, 1798)",
差翅亚目,蜻总科,蜻科,,白面蜻属,白面蜻,"Leucorrhinia dubia (Vander Linden, 1825)",
差翅亚目,蜻总科,蜻科,,蜻属,低斑蜻,"Libellula angelina Selys, 1883",
差翅亚目,蜻总科,蜻科,,蜻属,基斑蜻,"Libellula melli Schmidt, 1948",
差翅亚目,蜻总科,蜻科,,蜻属,四斑蜻,"Libellula quadrimaculata Linnaeus, 1758",
差翅亚目,蜻总科,蜻科,,宽腹蜻属,华丽宽腹蜻,"Lyriothemis elegantissima Selys, 1883",
差翅亚目,蜻总科,蜻科,,宽腹蜻属,黄宽腹蜻,"Lyriothemis flava Oguma, 1915",
差翅亚目,蜻总科,蜻科,,宽腹蜻属,卡美宽腹蜻,"Lyriothemis kameliyae Kompier, 2017",
差翅亚目,蜻总科,蜻科,,宽腹蜻属,闪绿宽腹蜻,"Lyriothemis pachygastra (Selys, 1878)",
差翅亚目,蜻总科,蜻科,,漭蜻属,高翔漭蜻,"Macrodiplax cora (Kaup in Brauer, 1867)",
差翅亚目,蜻总科,蜻科,,红小蜻属,侏红小蜻,"Nannophya pygmaea Rambur, 1842",
差翅亚目,蜻总科,蜻科,,斑小蜻属,膨腹斑小蜻,"Nannophyopsis clara (Needham, 1930)",
差翅亚目,蜻总科,蜻科,,脉蜻属,月斑脉蜻,"Neurothemis fluctuans (Fabricius, 1793)",
差翅亚目,蜻总科,蜻科,,脉蜻属,网脉蜻,"Neurothemis fulvia (Drury, 1773)",
差翅亚目,蜻总科,蜻科,,脉蜻属,兰氏脉蜻,"Neurothemis ramburii (Kaup in Brauer, 1866)",
差翅亚目,蜻总科,蜻科,,脉蜻属,截斑脉蜻,"Neurothemis tullia (Drury, 1773)",
差翅亚目,蜻总科,蜻科,,爪蜻属,山顶爪蜻,"Onychothemis culminicola Forster, 1904",
差翅亚目,蜻总科,蜻科,,爪蜻属,雨林爪蜻,"Onychothemis testacea Laidlaw, 1902",
差翅亚目,蜻总科,蜻科,,灰蜻属,白尾灰蜻,"Orthetrum albistylum Selys, 1848",
差翅亚目,蜻总科,蜻科,,灰蜻属,布鲁灰蜻,"Orthetrum brunneum (Fonscolombe, 1837)",
差翅亚目,蜻总科,蜻科,,灰蜻属,粗灰蜻,"Orthetrum cancellatum (Linnaeus, 1758)	",
差翅亚目,蜻总科,蜻科,,灰蜻属,华丽灰蜻,"Orthetrum chrysis (Selys, 1891)",
差翅亚目,蜻总科,蜻科,,灰蜻属,黑尾灰蜻,"Orthetrum glaucum (Brauer, 1865)",
差翅亚目,蜻总科,蜻科,,灰蜻属,褐肩灰蜻,"Orthetrum internum McLachlan, 1894",
差翅亚目,蜻总科,蜻科,,灰蜻属,线痣灰蜻,"Orthetrum lineostigma (Selys, 1886)",
差翅亚目,蜻总科,蜻科,,灰蜻属,吕宋灰蜻,"Orthetrum luzonicum (Brauer, 1868)",
差翅亚目,蜻总科,蜻科,,灰蜻属,黑异色灰蜻,"Orthetrum melania (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,灰蜻属,斑灰蜻,"Orthetrum poecilops Ris, 1916",
差翅亚目,蜻总科,蜻科,,灰蜻属,赤褐灰蜻,"Orthetrum pruinosum (Burmeister, 1839)",
差翅亚目,蜻总科,蜻科,,灰蜻属,狭腹灰蜻,"Orthetrum sabina (Drury, 1770)",
差翅亚目,蜻总科,蜻科,,灰蜻属,鼎异色灰蜻,"Orthetrum triangulare (Selys, 1878)",
差翅亚目,蜻总科,蜻科,,曲缘蜻属,六斑曲缘蜻,"Palpopleura sexmaculata (Fabricius, 1787)",
差翅亚目,蜻总科,蜻科,,黄蜻属,黄蜻,"Pantala flavescens (Fabricius, 1798)",
差翅亚目,蜻总科,蜻科,,狭翅蜻属,暗色狭翅蜻,"Potamarcha congener (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,玉带蜻属,玉带蜻,"Pseudothemis zonata (Burmeister, 1839)",
差翅亚目,蜻总科,蜻科,,胭蜻属,红胭蜻,"Rhodothemis rufa (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,黑丽翅蜻,"Rhyothemis fuliginosa Selys, 1883",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,褐丽翅蜻,"Rhyothemis obsolescens Kirby, 1889",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,全黑丽翅蜻,"Rhyothemis plutonia Selys, 1883",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,王者丽翅蜻,"Rhyothemis regia (Brauer, 1867)",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,赛琳丽翅蜻,"Rhyothemis severini Ris, 1913",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,三角丽翅蜻,"Rhyothemis triangularis Kirby, 1889",
差翅亚目,蜻总科,蜻科,,丽翅蜻属,斑丽翅蜻,"Rhyothemis variegata (Linnaeus, 1763)",
差翅亚目,蜻总科,蜻科,,赛丽蜻属,黑赛丽蜻,"Selysiothemis nigra (Vander Linden, 1825)",
差翅亚目,蜻总科,蜻科,,赤蜻属,大赤蜻,"Sympetrum baccha (Selys, 1884)",
差翅亚目,蜻总科,蜻科,,赤蜻属,长尾赤蜻,"Sympetrum cordulegaster (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,赤蜻属,半黄赤蜻,"Sympetrum croceolum (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,赤蜻属,小黑赤蜻,"Sympetrum danae (Sulzer, 1776)",
差翅亚目,蜻总科,蜻科,,赤蜻属,夏赤蜻,"Sympetrum darwinianum Selys, 1883",
差翅亚目,蜻总科,蜻科,,赤蜻属,低尾赤蜻,"Sympetrum depressiusculum (Selys, 1841)",
差翅亚目,蜻总科,蜻科,,赤蜻属,竖眉赤蜻,"Sympetrum eroticum (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,赤蜻属,黄尾赤蜻,"Sympetrum flaveolum (Linnaeus, 1758)",
差翅亚目,蜻总科,蜻科,,赤蜻属,白条赤蜻,"Sympetrum fonscolombii (Selys, 1840)",
差翅亚目,蜻总科,蜻科,,赤蜻属,秋赤蜻,"Sympetrum frequens (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,赤蜻属,纤灰赤蜻,"Sympetrum gracile Oguma, 1915",
差翅亚目,蜻总科,蜻科,,赤蜻属,黑底赤蜻,"Sympetrum hypomelas (Selys, 1884)",
差翅亚目,蜻总科,蜻科,,赤蜻属,褐顶赤蜻,"Sympetrum infuscatum (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,赤蜻属,小黄赤蜻,"Sympetrum kunckeli (Selys, 1884)",
差翅亚目,蜻总科,蜻科,,赤蜻属,南投赤蜻,"Sympetrum nantouensis Tang, Yeh and Chen, 2013",
差翅亚目,蜻总科,蜻科,,赤蜻属,小赤蜻,"Sympetrum parvulum (Bartenev, 1912)",
差翅亚目,蜻总科,蜻科,,赤蜻属,褐带赤蜻,"Sympetrum pedemontanum (Allioni, 1766)",
差翅亚目,蜻总科,蜻科,,赤蜻属,李氏赤蜻,"Sympetrum risi Bartenev, 1914",
差翅亚目,蜻总科,蜻科,,赤蜻属,旭光赤蜻,"Sympetrum speciosum Oguma, 1915",
差翅亚目,蜻总科,蜻科,,赤蜻属,条斑赤蜻,"Sympetrum striolatum (Charpentier, 1840)",
差翅亚目,蜻总科,蜻科,,赤蜻属,大黄赤蜻,"Sympetrum uniforme (Selys, 1883)",
差翅亚目,蜻总科,蜻科,,赤蜻属,黄腿赤蜻,"Sympetrum vulgatum (Linnaeus, 1758)",
差翅亚目,蜻总科,蜻科,,赤蜻属,肖氏赤蜻,"Sympetrum xiaoi Han and Zhu, 1997",
差翅亚目,蜻总科,蜻科,,方蜻属,宽翅方蜻,"Tetrathemis platyptera Selys, 1878",
差翅亚目,蜻总科,蜻科,,云斑蜻属,云斑蜻,"Tholymis tillarga (Fabricius, 1798)",
差翅亚目,蜻总科,蜻科,,斜痣蜻属,基斜痣蜻,"Tramea basilaris (Palisot de Beauvois, 1805)",
差翅亚目,蜻总科,蜻科,,斜痣蜻属,海神斜痣蜻,"Tramea transmarina Brauer, 1867",
差翅亚目,蜻总科,蜻科,,斜痣蜻属,华斜痣蜻,"Tramea virginia (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,褐蜻属,晓褐蜻,"Trithemis aurora (Burmeister, 1839)",
差翅亚目,蜻总科,蜻科,,褐蜻属,庆褐蜻,"Trithemis festiva (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,褐蜻属,灰脉褐蜻,"Trithemis pallidinervis (Kirby, 1889)",
差翅亚目,蜻总科,蜻科,,曲钩脉蜻属,曲钩脉蜻,"Urothemis signata (Rambur, 1842)",
差翅亚目,蜻总科,蜻科,,虹蜻属,朝比奈虹蜻,"Zygonyx asahinai Matsuki and Saito, 1995",
差翅亚目,蜻总科,蜻科,,虹蜻属,彩虹蜻,"Zygonyx iris Selys, 1869",
差翅亚目,蜻总科,蜻科,,虹蜻属,塔卡虹蜻,"Zygonyx takasago Asahina, 1966",
差翅亚目,蜻总科,蜻科,,细腰蜻属,霜白细腰蜻,"Zyxomma obtusum Albarda, 1881",
差翅亚目,蜻总科,蜻科,,细腰蜻属,绿眼细腰蜻,"Zyxomma petiolatum Rambur, 1842",
差翅亚目,蜻总科,大伪蜻科,,丽大伪蜻属,版纳丽大伪蜻,"Epophthalmia bannaensis Zha and Jiang, 2010",
差翅亚目,蜻总科,大伪蜻科,,丽大伪蜻属,闪蓝丽大伪蜻,"Epophthalmia elegans (Brauer, 1865)",
差翅亚目,蜻总科,大伪蜻科,,丽大伪蜻属,管氏丽大伪蜻,"Epophthalmia kuani Jiang, 1998",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,圆大伪蜻,"Macromia amphigena Selys, 1871",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,北京大伪蜻,"Macromia beijingensis Zhu and Chen, 2005",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,伯兰大伪蜻,"Macromia berlandi Lieftinck, 1941",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,中文名待定,"Macromia calliope Ris, 1916",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,中文名待定,"Macromia chui Asahina, 1968",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,海神大伪蜻,"Macromia clio Ris, 1916",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,黄斑大伪蜻,"Macromia flavocolorata Fraser, 1922",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,烁大伪蜻,"Macromia fulgidifrons Wilson, 1998",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,锤钩大伪蜻,"Macromia hamata Zhou, 2003",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,天使大伪蜻,"Macromia katae Wilson, 1993",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,克氏大伪蜻,"Macromia kiautai Zhou, Wang, Shuai and Liu, 1994",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,中文名待定,"Macromia macula Zhou, Wang, Shuai and Liu, 1994",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,福建大伪蜻,"Macromia malleifera Lieftinck, 1955",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,东北大伪蜻,"Macromia manchurica Asahina, 1964",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,莫氏大伪蜻,"Macromia moorei Selys, 1874",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,沙天马大伪蜻,"Macromia septima Martin, 1904",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,尤卡大伪蜻,"Macromia unca Wilson, 2004",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,天王大伪蜻,"Macromia urania Ris, 1916",
差翅亚目,蜻总科,大伪蜻科,,大伪蜻属,云南大伪蜻,"Macromia yunnanensis Zhou, Luo, Hu and Wu, 1993",
